tinh;huyen;xa;diaban;hoso;m7c1;m7c2;m7c3;m7c4;m7c5;m7c6;m7c7;m7c8;m7c9;m7c10;m7c11;m7c12;m7c13;m7c14;m7c15;m7c16;m7c17;m7c18;m7c19;m7c20a;m7c20b;m7c21;m7c22;m7c23;m7c23a;m7c24;m7c241;m7c242;m7c25;m7c251;m7c252;m7c253;m7c254;m7c26;m7c27;m7c27a;m7c28;m7c29;m7c30;m7c31;m7c32;m7c33;m7c34;m7c35;m7c36;m7c37;m7c38;m7c39;m7c391;m7c40;m7c41;m7c42;m7c43;m7c44
705;5;9;3;13;1;65;4;1995;;1;2;;;;;110000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;5;1;;1;468;1;1;1;480;1;1;60;;1008;2;;;
705;5;9;3;14;1;35;4;2000;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;1;1;;1;540;1;1;1;400;1;1;60;;1000;2;;;
705;5;9;3;15;1;75;4;2004;5;1;2;;;;;500000;2;;;;;;1;11;1996;;2;;;0;;;0;;;;;12;;;1;6;2;1;120;1;1;1;600;1;1;60;;780;2;;;
705;5;11;19;13;1;40;4;1996;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;360;1;1;62;;422;2;;;
705;5;11;19;14;1;65;4;1999;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;1;5;2;2;;1;1;1;720;1;1;62;;782;2;;;
705;5;11;19;15;1;60;4;1992;;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;850;5;2;;;850;2;;;
705;5;15;13;13;1;40;4;1999;;1;2;;;;;90000;2;;;;;;2;;;;2;;;0;;;2000;;;;;1;;;2;1;;1;700;1;1;1;900;1;1;72;;3672;2;;;
705;5;15;13;14;1;36;4;1972;;1;2;;;;;120000;2;;;;;;2;;;;2;;;10000;;;0;;;;;1;;;1;1;;1;606;1;1;1;606;1;1;72;;11284;2;;;
705;5;15;13;15;1;50;4;1985;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;3;5;2;1;500;1;1;1;1408;1;1;72;;1980;2;;;
705;5;17;13;13;1;20;5;2006;5;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;1;;;4;5;2;1;60;1;1;1;600;1;1;72;;732;2;;;
705;5;17;13;14;1;40;4;1977;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;9;;;5;5;2;2;;6;1;1;720;1;1;72;;792;2;;;
705;5;17;13;15;1;30;4;1993;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;1;5;2;2;;1;1;1;360;1;1;72;;432;2;;;
705;5;23;13;13;1;150;4;1960;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;1;2;;1;360;1;1;1;840;5;2;;;1200;2;;;
705;5;23;13;14;1;71;4;2002;4;1;2;;;;;150000;2;;;;;;2;;;;1;60000;60000;0;;;0;;;;;2;;;5;2;;1;120;6;1;1;240;5;2;;;60360;2;;;
705;5;23;13;20;1;52;4;1996;;1;2;;;;;150000;2;;;;;;2;;;;2;;;35000;;;0;;;;;2;;;1;2;;1;132;1;1;1;1200;5;2;;;36332;2;;;
705;7;1;3;13;1;104;2;1994;;1;2;;;;;400000;2;;;;;;2;;;;1;32000;12000;0;;;0;;;;;14;2;1;3;5;2;1;750;1;1;1;1900;5;2;;;14650;2;;;
705;7;1;3;15;1;32;4;1990;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;4000;;;;;5;2;2;1;5;2;2;;1;1;1;420;2;2;;;4420;2;;;
705;7;1;3;19;1;26;4;1992;;1;2;;;;;50000;2;;;;;;1;5;1992;;2;;;0;;;700;;;;;4;2;1;2;4;2;2;;1;1;1;600;5;2;;;1300;2;;;
705;7;4;2;13;1;35;4;2001;5;1;2;;;;;40000;2;;;;;;1;4;2001;;2;;;0;;;0;;;;;13;2;2;2;13;2;2;;6;1;1;600;5;2;;;600;2;;;
705;7;4;2;14;1;36;5;1978;;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;2;3;6;2;1;360;6;1;1;160;5;2;;;520;2;;;
705;7;4;2;15;1;45;5;1993;;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;2;3;5;2;1;120;1;1;1;680;5;2;;;800;2;;;
705;7;7;2;13;1;40;4;2007;5;3;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;2;4;2;2;;6;1;1;540;5;2;;;540;2;;;
705;7;7;2;14;1;80;4;2006;5;1;2;;;;;100000;2;;;;;;1;4;2000;;2;;;0;;;0;;;;;5;2;2;3;5;2;2;;1;1;1;400;5;2;;;400;2;;;
705;7;7;2;15;1;24;5;2003;5;1;2;;;;;15000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;2;3;4;2;2;;6;1;1;180;5;2;;;180;2;;;
705;7;9;21;13;1;96;4;1978;;1;2;;;;;130000;2;;;;;;2;;;;2;;;0;;;0;;;;;3;;;2;5;2;1;600;1;1;1;1800;5;2;;;2400;2;;;
705;7;9;21;14;1;60;4;1997;;1;2;;;;;130000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;3;5;2;2;;1;1;1;360;5;2;;;360;2;;;
705;7;9;21;15;1;30;4;1964;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;2;5;2;2;;1;1;1;120;6;2;;;120;2;;;
705;7;11;20;13;1;100;4;1994;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;5500;;;;;14;2;1;3;6;2;2;;1;1;1;500;1;1;60;;6060;1;2;;
705;7;11;20;14;1;65;4;1997;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;3;4;2;2;;1;1;1;500;1;1;60;;560;2;;;
705;7;11;20;15;1;26;5;1994;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;4;6;2;1;100;1;1;1;600;1;1;60;;760;2;;;
705;7;15;6;13;1;30;5;1993;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;2;6;2;1;360;1;1;1;600;2;2;;;960;2;;;
705;7;15;6;15;1;50;4;2002;4;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;3;6;2;1;360;1;1;1;240;2;2;;;600;2;;;
705;7;15;6;19;1;30;5;2004;5;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;2;2;5;2;2;;6;1;1;200;5;2;;;200;2;;;
705;7;19;19;13;1;40;4;1992;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;2;;;2;1;;1;40;1;1;1;120;5;2;;;160;2;;;
705;7;19;19;14;1;60;4;2004;5;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;100;;;;;1;;;2;5;2;1;100;1;1;1;1300;5;2;;;1500;2;;;
705;7;19;19;20;1;100;3;2003;5;1;2;;;;;150000;2;;;;;;1;3;1996;;2;;;0;;;0;;;;;2;;;3;2;;1;400;1;1;1;1200;5;2;;;1600;2;;;
705;7;23;4;13;1;24;5;2001;5;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;3;13;2;2;;6;1;1;240;5;2;;;240;2;;;
705;7;23;4;14;1;30;4;2008;5;1;2;;;;;30000;2;;;;;;2;;;;1;20000;20000;0;;;0;;;;;13;2;2;3;13;2;2;;6;1;1;360;5;2;;;20360;2;;;
705;7;23;4;15;1;24;4;2006;5;1;2;;;;;25000;2;;;;;;2;;;;2;;;0;;;0;;;;;13;2;2;3;13;2;2;;6;1;1;300;3;2;;;300;2;;;
707;1;3;8;13;1;50;4;1998;;1;2;;;;;150000;1;2;;;;120000;1;6;2003;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;400;5;2;;;400;2;;;
707;1;3;8;14;1;55;4;1993;;1;2;;;;;1500000;1;2;;;;350000;1;4;2004;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;840;1;1;72;;912;2;;;
707;1;3;8;19;1;81;4;1989;;1;2;;;;;1100000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;2;3;6;2;2;;1;1;1;840;1;1;72;;912;2;;;
707;1;9;19;13;1;50;4;1990;;1;2;;;;;300000;2;;;;;;1;5;1989;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;1800;5;2;;;1800;2;;;
707;1;9;19;14;1;100;4;2004;4;1;2;;;;;400000;1;2;;;;300000;1;8;2004;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;780;5;2;;;780;1;2;;
707;1;9;19;19;1;63;4;1990;;1;2;;;;;750000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1200;5;2;;;1200;2;;;
707;1;13;5;13;1;84;4;1991;;1;2;;;;;1200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;3;5;2;2;;1;1;1;840;5;2;;;840;2;;;
707;1;13;5;19;1;50;4;2001;5;1;2;;;;;150000;2;;;;;;1;-1;1997;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;500;5;2;;;500;2;;;
707;1;13;5;20;1;42;4;1993;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;2;1;5;2;2;;1;1;1;1320;5;2;;;1320;2;;;
707;2;4;19;13;1;25;4;2007;5;3;1;3;800;8;9;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;3;;;2;3;;1;20;5;1;1;20;3;2;;;940;2;;;
707;2;4;19;14;1;50;4;2006;5;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;2;9;;2;;2;1;1;420;3;2;;;420;2;;;
707;2;4;19;15;1;60;4;1992;;1;2;;;;;160000;2;;;;;;2;;;;2;;;40000;;;0;;;;;5;2;1;1;9;;2;;1;1;1;950;3;2;;;40950;2;;;
707;2;13;8;13;1;80;4;1995;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;1;1;1;1500;3;2;;;1500;2;;;
707;2;13;8;14;1;110;4;1994;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;1;1;1;360;3;2;;;360;2;;;
707;2;13;8;15;1;110;4;1990;;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;9;;2;;1;1;1;360;3;2;;;360;2;;;
707;3;3;12;13;1;120;3;2006;3;1;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;3;;;1;3;;1;960;1;1;1;3000;1;1;120;;4080;2;;;
707;3;3;12;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;3;;2;;2;1;2;;5;2;;;0;2;;;
707;3;3;12;15;1;100;4;1986;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;1800;6;2;;;1800;2;;;
707;3;7;8;13;1;116;3;2007;5;1;2;;;;;500000;2;;;;;;2;;;;1;320000;320000;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;432;5;2;;;320432;2;;;
707;3;7;8;14;1;40;5;2004;5;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;360;5;2;;;360;2;;;
707;3;7;8;15;1;50;4;2001;5;1;2;;;;;20000;2;;;;;;1;5;1996;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;840;5;2;;;840;2;;;
707;3;10;8;13;1;30;4;2002;5;2;2;;;;;34000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;2;;3;2;;;0;2;;;
707;3;10;8;14;1;50;4;2006;5;1;2;;;;;70000;2;;;;;;1;4;2006;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;960;5;2;;;960;2;;;
707;3;10;8;15;1;80;4;2001;4;1;2;;;;;260000;2;;;;;;1;2;2001;;2;;;40000;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;1200;4;2;;;41200;2;;;
707;3;13;9;13;1;75;4;2005;5;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;720;5;2;;;720;2;;;
707;3;13;9;14;1;100;4;1985;;1;2;;;;;400000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;960;5;2;;;960;2;;;
707;3;13;9;15;1;38;5;2003;4;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;396;5;2;;;396;2;;;
707;3;15;15;13;1;300;2;1990;;1;2;;;;;400000;2;;;;;;1;12;1990;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;200;5;2;;;200;2;;;
707;3;15;15;14;1;75;5;1991;;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;360;5;2;;;360;2;;;
707;3;15;15;15;1;30;5;1995;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;600;5;2;;;600;2;;;
707;3;19;3;14;1;60;3;2006;4;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;720;4;2;;;720;2;;;
707;3;19;3;15;1;50;4;1989;;1;2;;;;;250000;2;;;;;;1;6;1989;;2;;;0;;;0;;;;;4;2;1;2;4;2;2;;2;1;1;1200;5;2;;;1200;2;;;
707;3;19;3;19;1;120;3;2003;4;1;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;480;5;2;;;480;2;;;
707;3;23;6;14;1;54;4;1992;;1;2;;;;;60000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;2;5;2;2;;5;1;1;360;5;2;;;360;2;;;
707;3;23;6;15;1;140;4;2002;4;1;2;;;;;600000;2;;;;;;2;;;;2;;;50000;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;800;5;2;;;50800;2;;;
707;3;23;6;19;1;100;4;2005;4;1;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;480;5;2;;;480;2;;;
707;3;25;14;13;1;84;4;2006;4;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;960;3;2;;;960;1;2;;
707;3;25;14;14;1;100;4;1993;;1;2;;;;;2700000;1;2;;;;300000;1;5;2004;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1440;5;2;;;1440;2;;;
707;3;25;14;15;1;80;4;1988;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;1200;5;2;;;1200;2;;;
707;3;27;13;14;1;60;4;1994;;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;14;2;1;1;14;2;1;240;1;1;1;840;6;2;;;1080;2;;;
707;3;27;13;15;1;90;4;1991;;1;2;;;;;800000;1;2;;;;50000;2;;;;2;;;0;;;0;;;;;14;2;1;1;14;2;1;1200;1;1;1;1800;1;1;180;;3180;1;1;12;-1
707;3;27;13;19;1;100;4;1989;;1;2;;;;;900000;1;1;12901;12;12;1000000;2;;;;2;;;0;;;0;;;;;5;2;1;3;5;2;2;;1;1;1;1800;1;1;84;;1884;2;;;
707;5;1;3;13;1;75;4;1996;;1;2;;;;;80000;2;;;;;;1;3;1987;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;1200;1;1;180;;1380;2;;;
707;5;1;3;14;1;100;4;1982;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1440;1;1;150;;1590;1;1;12;-1
707;5;1;3;19;1;60;4;2005;4;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;2000;1;1;180;;2180;1;2;;
707;5;9;20;14;1;25;5;2000;;3;2;;;;;5000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;2;4;6;2;2;;6;3;2;;3;2;;;0;2;;;
707;5;9;20;19;1;20;5;2000;;1;2;;;;;5000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;2;3;6;2;2;;6;3;2;;3;2;;;0;2;;;
707;5;9;20;20;1;35;5;2006;5;1;2;;;;;8000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;3;6;2;2;;6;1;1;360;5;2;;;360;2;;;
707;5;19;3;15;1;90;4;2006;5;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;6;1;1;800;5;2;;;800;2;;;
707;5;19;3;19;1;60;4;2000;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;900;5;2;;;900;2;;;
707;5;19;3;20;1;35;4;2000;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;840;5;2;;;840;2;;;
707;5;24;9;13;1;38;4;1990;;1;2;;;;;18000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;1800;3;2;;;1800;1;2;;
707;5;24;9;14;1;50;4;1986;;1;2;;;;;50000;2;;;;;;1;10;1986;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;600;5;2;;;600;2;;;
707;5;24;9;19;1;120;4;2008;4;1;2;;;;;210000;2;;;;;;2;;;;1;190000;190000;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;720;5;2;;;190720;2;;;
707;5;25;12;14;1;30;4;2006;5;1;2;;;;;10000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;6;1;1;360;5;2;;;360;2;;;
707;5;25;12;15;1;50;4;2001;5;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;2;2;5;2;2;;6;1;1;800;5;2;;;800;2;;;
707;5;25;12;22;1;60;4;2008;5;1;2;;;;;40000;2;;;;;;2;;;;1;40000;40000;0;;;0;;;;;5;2;1;3;5;2;2;;6;1;1;120;5;2;;;40120;2;;;
707;5;27;5;14;1;100;4;2007;4;1;2;;;;;160000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1800;3;2;;;1800;2;;;
707;5;27;5;15;1;100;4;1990;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;1200;5;2;;;1200;2;;;
707;5;27;5;20;1;100;4;1995;;1;2;;;;;90000;1;2;;;;200000;1;10;2000;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;2100;5;2;;;2100;1;2;;
707;6;5;26;13;1;40;5;1994;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;1440;5;2;;;1440;2;;;
707;6;5;26;14;1;35;5;1993;;1;2;;;;;35000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;2040;5;2;;;2040;2;;;
707;6;5;26;15;1;60;4;1997;;1;2;;;;;40000;2;;;;;;1;6;2006;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;360;5;2;;;360;1;2;;
707;6;9;5;13;1;56;5;2000;;1;2;;;;;70000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;480;5;2;;;480;2;;;
707;6;9;5;15;1;117;5;1989;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;600;5;2;;;600;2;;;
707;6;9;5;20;1;24;5;1996;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;720;5;2;;;720;2;;;
707;7;1;13;13;1;45;4;1998;;1;2;;;;;100000;2;;;;;;1;7;1995;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;480;5;2;;;480;2;;;
707;7;1;13;14;1;45;4;2006;5;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;2;2;13;2;2;;6;1;1;120;3;2;;;120;2;;;
707;7;1;13;15;1;80;4;2005;5;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;480;3;2;;;480;2;;;
707;7;7;3;13;1;72;4;1984;;1;2;;;;;280000;1;2;;;;450000;1;5;2006;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;1400;5;2;;;1400;1;2;;
707;7;7;3;14;1;48;4;2002;5;1;2;;;;;8000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;6;1;1;360;5;2;;;360;2;;;
707;7;7;3;20;1;24;4;2000;;1;2;;;;;80000;2;;;;;;1;9;2000;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;600;4;2;;;600;1;2;;
707;7;9;7;14;1;72;4;1992;;1;2;;;;;250000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1080;5;2;;;1080;2;;;
707;7;9;7;15;1;66;4;2002;5;1;2;;;;;60000;1;2;;;;200000;1;1;2007;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;840;5;2;;;840;2;;;
707;7;9;7;20;1;82;3;1993;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;3;1;1;600;3;2;;;600;2;;;
707;7;15;18;15;1;72;4;2001;4;3;2;;;;;600000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;1;1;5;5;2;2;;1;1;1;600;5;2;;;600;2;;;
707;7;15;18;20;1;100;4;2000;;1;2;;;;;30000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;6;1;1;660;5;2;;;660;2;;;
707;7;15;18;21;1;100;3;2006;3;1;2;;;;;450000;2;;;;;;1;5;2006;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1250;3;2;;;1250;1;2;;
707;7;19;4;13;1;80;3;2005;4;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;600;2;2;;;600;2;;;
707;7;19;4;15;1;30;4;1990;;1;2;;;;;45000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;250;5;2;;;250;2;;;
707;7;19;4;19;1;70;4;2005;4;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;240;4;2;;;240;2;;;
707;9;1;21;13;1;100;2;1995;;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;720;1;1;180;;900;2;;;
707;9;1;21;14;1;180;2;1992;;1;2;;;;;300000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1200;1;1;180;;1380;2;;;
707;9;1;21;15;1;170;2;2000;;1;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1500;1;1;180;;1680;2;;;
707;9;5;2;13;1;120;4;2007;5;1;2;;;;;160000;2;;;;;;2;;;;1;160000;160000;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;840;5;2;;;160840;2;;;
707;9;5;2;15;1;50;4;2005;5;1;2;;;;;80000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;6;1;1;360;5;2;;;360;2;;;
707;9;5;2;19;1;96;4;2004;5;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;1200;5;2;;;1200;2;;;
707;9;9;23;13;1;80;4;1982;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;480;5;2;;;480;2;;;
707;9;9;23;14;1;42;4;1996;;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;480;5;2;;;480;2;;;
707;9;9;23;15;1;100;4;1994;;1;2;;;;;80000;1;2;;;;100000;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;960;5;2;;;960;1;2;;
707;9;11;21;13;1;24;4;1998;;1;2;;;;;20000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;5;1;1;360;5;2;;;360;2;;;
707;9;11;21;19;1;60;4;2000;;1;2;;;;;50000;2;;;;;;2;;;;2;;;0;;;0;;;;;6;2;1;1;6;2;2;;3;1;1;600;5;2;;;600;2;;;
707;9;11;21;20;1;145;2;2000;;1;2;;;;;200000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1440;5;2;;;1440;2;;;
707;9;15;5;13;1;60;4;2000;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;2;1;1;600;3;2;;;600;1;2;;
707;9;15;5;14;1;108;4;2007;5;1;2;;;;;240000;2;;;;;;1;10;1998;;1;140000;140000;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1200;3;2;;;141200;2;;;
707;9;15;5;15;1;60;4;2000;;1;2;;;;;100000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;1680;3;2;;;1680;2;;;
707;9;21;4;13;1;40;4;1998;;1;2;;;;;300000;1;2;;;;80000;2;;;;2;;;0;;;0;;;;;5;2;1;3;5;2;2;;2;1;1;1000;3;2;;;1000;2;;;
707;9;21;4;19;1;30;5;1998;;1;2;;;;;120000;2;;;;;;2;;;;2;;;0;;;0;;;;;5;2;1;1;5;2;2;;5;1;1;720;5;2;;;720;2;;;
707;9;21;4;22;1;90;4;1998;;1;2;;;;;800000;2;;;;;;2;;;;2;;;15000;;;0;;;;;5;2;1;1;5;2;2;;1;1;1;2000;5;2;;;17000;1;2;;
707;9;25;12;13;1;24;4;2005;4;1;2;;;;;40000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;360;3;2;;;360;2;;;
707;9;25;12;14;1;32;4;2005;5;1;2;;;;;50000;2;;;;;;1;5;2005;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;360;4;2;;;360;2;;;
707;9;25;12;15;1;50;5;2005;5;1;2;;;;;150000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;5;1;1;540;3;2;;;540;2;;;
707;10;1;28;13;1;100;4;2006;5;3;2;;;;;500000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;2;1;1;1440;1;1;240;;1680;2;;;
707;10;1;28;14;1;60;4;1990;;1;2;;;;;400000;2;;;;;;2;;;;2;;;0;;;0;;;;;4;2;1;1;4;2;2;;2;1;1;720;3;2;;;720;2;;;
